Make,Type,Year,Origin,Options,Gear_Type,Mileage,Region,Price
Toyota,Land Cruiser,2007,Saudi,Full,Automatic,514,Riyadh,60000
Lexus,LX,2014,Gulf Arabic,Semi Full,Automatic,168000,Aseer,190000
Ford,F150,2017,Saudi,Semi Full,Automatic,108000,Riyadh,0
Nissan,Sunny,2019,Saudi,Semi Full,Automatic,89221,Riyadh,0
GMC,Suburban,2006,Saudi,Full,Automatic,86000,Riyadh,50000
Nissan,Sentra,2019,Saudi,Full,Automatic,71000,Riyadh,43500
Nissan,VTC,2002,Gulf Arabic,Semi Full,Automatic,650000,Qassim,0
GAC,GS3,2021,Gulf Arabic,Semi Full,Automatic,9000,Riyadh,46000
Mitsubishi,Pajero,2007,Saudi,Full,Automatic,380000,Abha,0
Mitsubishi,Pajero,2007,Saudi,Full,Automatic,360000,Aseer,17500
Changan,Eado,2020,Saudi,Standard,Automatic,87235,Riyadh,42500
Toyota,Hilux,2016,Saudi,Full,Manual,28000,Dammam,94000
Mazda,6,2016,Other,Standard,Automatic,122000,Qassim,53000
Toyota,Avalon,2019,Saudi,Standard,Automatic,47000,Khobar,116000
Mazda,CX9,2019,Saudi,Full,Automatic,65000,Riyadh,0
Toyota,Corolla,2001,Saudi,Semi Full,Manual,600000,Dammam,10000
Toyota,Hilux,1990,Saudi,Standard,Manual,100,Al-Baha,15000
Chevrolet,Tahoe,2012,Saudi,Semi Full,Automatic,231000,Riyadh,0
Hyundai,Sonata,2015,Saudi,Full,Automatic,300,Al-Ahsa,0
GMC,Terrain,2014,Saudi,Full,Automatic,112000,Dammam,47000
Toyota,Camry,2020,Saudi,Full,Automatic,2000,Makkah,119000
Honda,CRV,2014,Saudi,Semi Full,Automatic,215000,Dammam,50000
Land Rover,Range Rover,2014,Saudi,Semi Full,Automatic,149000,Dammam,0
Toyota,Corolla,2020,Saudi,Standard,Automatic,30500,Riyadh,62000
Chrysler,C300,2012,Saudi,Full,Automatic,360000,Riyadh,0
Lexus,LS,2013,Other,Full,Automatic,217000,Jeddah,120000
Nissan,Patrol,2008,Saudi,Semi Full,Manual,610000,Riyadh,32000
GMC,Sierra,2010,Saudi,Full,Automatic,700000,Riyadh,0
Hyundai,Elantra,2008,Saudi,Semi Full,Manual,400,Jazan,0
Mercedes,S,2002,Gulf Arabic,Semi Full,Automatic,348,Al-Ahsa,12500
Mitsubishi,Pajero,2016,Saudi,Full,Automatic,201074,Riyadh,55000
Ford,Thunderbird,1965,Other,Full,Automatic,25000,Riyadh,0
Hummer,H3,2008,Gulf Arabic,Full,Automatic,187000,Riyadh,0
Mitsubishi,Attrage,2021,Saudi,Semi Full,Automatic,3000,Jazan,35000
Lexus,ES,2008,Other,Full,Automatic,206000,Jubail,28000
Mercedes,C,2016,Saudi,Full,Automatic,93000,Jazan,75000
Ford,Victoria,2011,Other,Full,Automatic,342,Najran,23000
BMW,X,2015,Saudi,Full,Automatic,92000,Jeddah,72000
Toyota,Hilux,2017,Saudi,Semi Full,Manual,264000,Riyadh,0
Genesis,G70,2016,Saudi,Standard,Automatic,300000,Riyadh,65000
Ford,Marquis,2005,Other,Full,Automatic,450000,Riyadh,0
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Full,Manual,410,Tabouk,0
Chevrolet,Traverse,2009,Other,Semi Full,Automatic,300,Makkah,0
Porsche,Panamera,2011,Saudi,Full,Automatic,169000,Jeddah,0
Hyundai,Accent,2014,Saudi,Full,Automatic,324000,Taef,20000
Kia,Carenz,2007,Other,Semi Full,Automatic,350,Riyadh,10000
Chrysler,C300,2016,Other,Standard,Automatic,190000,Taef,0
Chevrolet,Impala,2015,Other,Full,Automatic,106000,Al-Ahsa,75000
Ford,Expedition,2015,Saudi,Semi Full,Automatic,142000,Al-Ahsa,77000
Dodge,Charger,2018,Saudi,Semi Full,Automatic,124000,Al-Ahsa,99000
Ford,Fusion,2015,Saudi,Semi Full,Automatic,118000,Al-Ahsa,43000
Ford,Taurus,2016,Other,Full,Automatic,148000,Al-Ahsa,77000
Toyota,Prado,2018,Gulf Arabic,Semi Full,Automatic,78000,Al-Ahsa,135000
GMC,Yukon,2018,Saudi,Semi Full,Automatic,114000,Al-Ahsa,152000
Lexus,ES,2017,Other,Full,Automatic,101000,Al-Ahsa,119000
Ford,Edge,2013,Saudi,Semi Full,Automatic,106000,Al-Ahsa,45000
Mercedes,S,2010,Other,Semi Full,Automatic,228811,Al-Ahsa,70000
Toyota,Hilux,2016,Saudi,Full,Automatic,90000,Al-Ahsa,79000
Toyota,Camry,2016,Saudi,Full,Automatic,176000,Al-Ahsa,69000
Toyota,Hilux,2017,Saudi,Full,Manual,193,Jeddah,0
Chevrolet,Aveo,2007,Saudi,Standard,Manual,280,Taef,8000
Nissan,Sunny,2018,Saudi,Semi Full,Automatic,114000,Tabouk,27000
Ford,Taurus,2019,Saudi,Standard,Automatic,60000,Dammam,78000
Hyundai,Accent,2019,Saudi,Standard,Automatic,68000,Dammam,40000
Lexus,ES,2019,Gulf Arabic,Semi Full,Automatic,13029,Riyadh,145000
Ford,Edge,2007,Saudi,Full,Automatic,350000,Jeddah,16500
Ford,Van,2013,Saudi,Standard,Automatic,33000,Riyadh,0
Toyota,Yaris,2017,Saudi,Standard,Automatic,250000,Aseer,26000
Mazda,6,2016,Gulf Arabic,Full,Automatic,100000,Riyadh,46000
Kia,Carnival,2017,Gulf Arabic,Semi Full,Automatic,77000,Riyadh,58000
INFINITI,Q,2019,Gulf Arabic,Semi Full,Automatic,5000,Riyadh,90000
Chevrolet,Tahoe,2017,Saudi,Semi Full,Automatic,55000,Jeddah,153000
Toyota,Innova,2018,Saudi,Standard,Automatic,70000,Jeddah,67000
Jeep,Wrangler,2015,Saudi,Full,Automatic,27956,Jeddah,105000
Mazda,CX5,2020,Saudi,Standard,Automatic,25000,Jeddah,84000
Nissan,Maxima,2017,Saudi,Semi Full,Automatic,56000,Jeddah,78000
Nissan,X-Trail,2018,Saudi,Standard,Automatic,78794,Jeddah,68000
Nissan,Maxima,2016,Saudi,Standard,Automatic,84000,Jeddah,67000
Nissan,KICKS,2020,Saudi,Standard,Automatic,3990,Jeddah,67000
Hyundai,Sonata,2018,Saudi,Standard,Automatic,41853,Jeddah,60000
Nissan,KICKS,2019,Saudi,Standard,Automatic,28000,Jeddah,58000
Chrysler,C300,2012,Saudi,Full,Automatic,160000,Jeddah,55500
GMC,Yukon,2005,Saudi,Semi Full,Automatic,350,Al-Baha,0
Renault,Duster,2017,Saudi,Standard,Automatic,124000,Riyadh,26000
Dodge,Charger,2013,Saudi,Full,Automatic,145000,Yanbu,35000
Tata,Nexon,2016,Saudi,Standard,Manual,256000,Jeddah,0
Toyota,Furniture,2021,Saudi,Semi Full,Automatic,5780,Qassim,0
Toyota,Land Cruiser,2016,Saudi,Full,Automatic,28000,Makkah,0
Toyota,FJ,2020,Saudi,Standard,Automatic,87700,Riyadh,117000
Hyundai,Senta fe,2016,Saudi,Semi Full,Automatic,131,Riyadh,65000
Kia,Cerato,2016,Saudi,Standard,Automatic,115000,Riyadh,28000
Land Rover,Range Rover,2013,Saudi,Full,Automatic,223000,Dammam,80000
Chevrolet,Caprice,2010,Saudi,Semi Full,Automatic,260000,Riyadh,29000
Isuzu,Dyna,2014,Saudi,Standard,Manual,300,Riyadh,94000
Kia,Optima,2014,Saudi,Semi Full,Automatic,138000,Riyadh,0
Toyota,Hilux,2018,Saudi,Full,Manual,149000,Wadi Dawasir,0
Ford,Explorer,2008,Gulf Arabic,Standard,Automatic,450000,Riyadh,0
MG,6,2019,Saudi,Full,Automatic,107,Jeddah,50000
Mercedes,C,2017,Other,Full,Automatic,20000,Jeddah,180000
Nissan,VTC,1999,Saudi,Standard,Manual,674000,Tabouk,0
Nissan,Datsun,2016,Saudi,Full,Manual,60000,Arar,0
Audi,A7,2017,Saudi,Full,Automatic,127000,Makkah,135000
Hyundai,Elantra,2011,Saudi,Semi Full,Manual,600000,Riyadh,0
Hyundai,Accent,2020,Saudi,Full,Automatic,34000,Jeddah,56000
Lexus,ES,2021,Saudi,Full,Automatic,25000,Makkah,230000
Honda,Accord,2015,Gulf Arabic,Full,Automatic,110,Makkah,0
Toyota,Land Cruiser,2013,Saudi,Full,Automatic,280,Najran,100000
GMC,Yukon,2017,Saudi,Standard,Automatic,175000,Riyadh,120000
Ford,Echo Sport,2015,Other,Standard,Automatic,159000,Dammam,0
Jeep,Grand Cherokee,2017,Saudi,Full,Automatic,124,Riyadh,100000
Nissan,Pathfinder,2009,Gulf Arabic,Semi Full,Automatic,245000,Dammam,19000
Nissan,Sunny,2019,Saudi,Standard,Automatic,93000,Riyadh,29500
Hyundai,Elantra,2017,Saudi,Semi Full,Automatic,159000,Riyadh,39000
Hyundai,Sonata,2017,Saudi,Semi Full,Automatic,174000,Hafar Al-Batin,0
Kia,Carnival,2016,Saudi,Full,Automatic,21000,Jazan,65000
Hyundai,Elantra,2017,Saudi,Standard,Automatic,126009,Riyadh,40500
Toyota,Innova,2017,Saudi,Full,Automatic,167000,Jazan,70000
Toyota,Rav4,2017,Saudi,Semi Full,Automatic,126000,Riyadh,75000
Geely,Emgrand,2019,Saudi,Full,Automatic,66000,Jeddah,40000
Audi,Q5,2010,Saudi,Full,Automatic,120000,Jeddah,0
Nissan,Patrol,2005,Saudi,Full,Automatic,340000,Dammam,35000
Chevrolet,Silverado,2018,Saudi,Standard,Automatic,127000,Dammam,85000
Porsche,Cayenne,2012,Saudi,Full,Automatic,13900,Jeddah,95000
Toyota,Camry,2015,Saudi,Full,Automatic,26000,Jeddah,43000
Jeep,Grand Cherokee,2014,Saudi,Full,Automatic,270000,Jeddah,60000
Toyota,Hilux,2017,Saudi,Full,Manual,186,Wadi Dawasir,0
Chevrolet,Silverado,2016,Saudi,Semi Full,Automatic,179000,Hail,95000
Chevrolet,Suburban,2004,Saudi,Semi Full,Automatic,368000,Riyadh,16000
Mitsubishi,Pajero,2015,Saudi,Standard,Automatic,280000,Al-Ahsa,0
Ford,Expedition,2018,Saudi,Full,Automatic,36000,Riyadh,155000
Hyundai,Elantra,2018,Saudi,Full,Automatic,142,Jeddah,52000
Other,Other,2007,Saudi,Standard,Manual,125,Qassim,7000
Toyota,Land Cruiser,2013,Gulf Arabic,Semi Full,Automatic,260000,Al-Medina,0
Mercury,Montero2,2006,Saudi,Semi Full,Automatic,394360,Jeddah,15000
Ford,Fusion,2010,Saudi,Full,Automatic,3000000,Hail,17000
Hyundai,Elantra,2020,Saudi,Semi Full,Automatic,28000,Riyadh,58000
Chevrolet,Silverado,2013,Saudi,Full,Automatic,197000,Al-Ahsa,0
Chevrolet,Cruze,2012,Saudi,Semi Full,Automatic,12300,Jeddah,0
Toyota,Prado,2017,Gulf Arabic,Semi Full,Automatic,95000,Hafar Al-Batin,130000
Ford,Expedition,2006,Other,Standard,Automatic,400,Al-Medina,20000
Mercedes,S,2012,Saudi,Full,Automatic,160000,Riyadh,0
Toyota,Hilux,2020,Saudi,Full,Automatic,30000,Wadi Dawasir,147000
Hyundai,i40,2015,Saudi,Full,Automatic,48000,Jeddah,47000
Toyota,Hilux,2018,Saudi,Semi Full,Manual,20000,Aseer,115000
Toyota,Land Cruiser,2003,Gulf Arabic,Semi Full,Automatic,479364,Riyadh,35000
Toyota,Land Cruiser,2014,Saudi,Full,Automatic,310000,Sakaka,100000
Other,Other,1992,Saudi,Semi Full,Manual,120000,Jeddah,0
Toyota,Land Cruiser,2002,Saudi,Full,Manual,445,Aseer,0
GMC,Acadia,2008,Saudi,Full,Automatic,229000,Jeddah,19000
Toyota,Land Cruiser,2001,Gulf Arabic,Semi Full,Automatic,390000,Dammam,35000
Hyundai,Senta fe,2013,Saudi,Full,Automatic,237000,Riyadh,43000
Toyota,Camry,2016,Other,Standard,Automatic,96000,Riyadh,60000
Nissan,Land Cruiser Pickup,2012,Saudi,Full,Manual,339822,Riyadh,40000
GMC,Yukon,2008,Saudi,Semi Full,Automatic,262000,Riyadh,0
Toyota,Avalon,2009,Saudi,Full,Automatic,430000,Riyadh,0
Changan,Eado,2020,Saudi,Full,Automatic,9061,Dammam,50000
Mitsubishi,L200,1992,Saudi,Semi Full,Manual,219,Al-Baha,0
Audi,A8,2015,Other,Full,Automatic,9400,Riyadh,110000
Toyota,Prado,2014,Saudi,Standard,Automatic,204566,Khobar,75000
Chevrolet,Tahoe,2020,Saudi,Semi Full,Automatic,20000,Taef,172000
Toyota,FJ,2014,Other,Full,Automatic,149000,Riyadh,75000
Toyota,Avalon,2017,Saudi,Full,Automatic,180000,Taef,95000
Mercedes,S,2011,Saudi,Full,Automatic,84000,Dammam,0
BMW,The 3,2021,Saudi,Semi Full,Automatic,3500,Jeddah,180000
Honda,Accord,2012,Saudi,Standard,Automatic,300000,Al-Namas,30000
Renault,Dokker,2017,Saudi,Standard,Manual,80000,Dammam,25000
MINI,Countryman,2016,Other,Full,Automatic,91000,Al-Ahsa,69000
Cadillac,Fleetwood,1991,Other,Full,Automatic,91000,Al-Ahsa,65000
Porsche,Cayenne Turbo S,2009,Saudi,Full,Automatic,127000,Jeddah,0
Kia,Rio,2016,Saudi,Standard,Automatic,154000,Dammam,23000
Ford,Taurus,2012,Saudi,Standard,Automatic,237000,Riyadh,25000
Jeep,Grand Cherokee,2013,Saudi,Full,Automatic,170000,Al-Medina,0
Toyota,Land Cruiser 70,1983,Saudi,Standard,Manual,300000,Dammam,14000
Hyundai,Azera,2018,Saudi,Semi Full,Automatic,72900,Riyadh,80000
BYD,F3,2014,Other,Standard,Automatic,200000,Jeddah,0
Ford,Marquis,2009,Other,Full,Automatic,274000,Jazan,35500
Cadillac,Escalade,2007,Saudi,Full,Automatic,255480,Riyadh,0
Audi,A8,2014,Saudi,Semi Full,Automatic,160,Riyadh,90000
Mazda,CX9,2016,Gulf Arabic,Full,Automatic,169300,Dammam,65000
Volkswagen,Tiguan,2011,Saudi,Full,Automatic,143000,Jeddah,24000
Honda,Accord,2004,Saudi,Semi Full,Automatic,400000,Qassim,10000
GMC,Yukon,2016,Other,Standard,Automatic,32000,Riyadh,0
GMC,Yukon,2012,Saudi,Semi Full,Automatic,211,Riyadh,0
Mercury,Grand Marquis,2001,Other,Semi Full,Automatic,33000,Riyadh,6000
BMW,X,2011,Saudi,Full,Automatic,205000,Dammam,0
GMC,Yukon,2005,Saudi,Full,Automatic,306270,Riyadh,0
BMW,X,2020,Gulf Arabic,Semi Full,Automatic,22000,Dammam,130000
Kia,Sportage,2019,Saudi,Standard,Automatic,75000,Al-Ahsa,60000
GMC,Yukon,2014,Saudi,Semi Full,Automatic,49000,Taef,0
Honda,Accord,2008,Saudi,Full,Automatic,400000,Riyadh,0
Toyota,Camry,2008,Saudi,Full,Manual,500000,Sabya,0
GMC,Yukon,2009,Saudi,Semi Full,Automatic,200000,Taef,40000
Chevrolet,Silverado,2014,Saudi,Semi Full,Automatic,164000,Abha,80000
Lexus,LX,2015,Saudi,Semi Full,Automatic,100000,Taef,195000
Nissan,Altima,2015,Gulf Arabic,Semi Full,Automatic,13000,Qassim,51000
Hyundai,Accent,2015,Saudi,Standard,Automatic,105000,Dammam,24000
Mazda,CX9,2016,Saudi,Full,Automatic,229000,Al-Ahsa,63000
Toyota,Innova,2006,Saudi,Standard,Manual,550000,Riyadh,18000
Hyundai,Elantra,2020,Saudi,Standard,Automatic,132000,Dammam,53000
Hyundai,Accent,2020,Saudi,Full,Automatic,10400,Dammam,53000
Honda,Accord,2009,Saudi,Full,Automatic,159000,Dammam,36000
Nissan,Altima,2009,Saudi,Full,Manual,200,Jeddah,20000
Hyundai,Azera,2013,Gulf Arabic,Full,Automatic,300000,Dammam,0
Toyota,Furniture,2021,Saudi,Standard,Automatic,3000,Makkah,100000
Nissan,Patrol,2021,Saudi,Full,Automatic,1800,Riyadh,265000
Ford,Taurus,2014,Saudi,Standard,Automatic,211886,Al-Ahsa,42000
GMC,Suburban,1993,Other,Standard,Automatic,442050,Abha,0
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,112000,Riyadh,0
Toyota,Land Cruiser,2012,Saudi,Full,Automatic,405000,Riyadh,97000
Nissan,Datsun,2016,Saudi,Full,Manual,125000,Riyadh,47000
GMC,Yukon,2010,Saudi,Full,Automatic,256,Tabouk,30000
Chevrolet,Tahoe,2001,Other,Full,Automatic,260000,Qassim,0
Kia,Cerato,2010,Saudi,Full,Automatic,293300,Jeddah,13500
Toyota,Aurion,2010,Saudi,Standard,Automatic,4900000,Qassim,0
Hyundai,Senta fe,2018,Saudi,Semi Full,Automatic,60670,Riyadh,75000
Toyota,Camry,2013,Saudi,Full,Automatic,185000,Riyadh,0
GMC,Yukon,2011,Saudi,Semi Full,Automatic,307216,Jazan,30000
Toyota,Camry,2016,Saudi,Full,Automatic,222000,Al-Medina,58000
Toyota,Hilux,2015,Saudi,Standard,Manual,152122,Riyadh,0
Nissan,X-Trail,2017,Saudi,Semi Full,Automatic,331612,Riyadh,46000
Chevrolet,Tahoe,2019,Saudi,Standard,Automatic,34475,Riyadh,155000
Hyundai,Creta,2020,Saudi,Standard,Automatic,16000,Riyadh,0
Toyota,Hilux,2014,Saudi,Full,Manual,298000,Riyadh,0
Mazda,6,2006,Saudi,Standard,Automatic,256000,Al-Ahsa,13000
GMC,Yukon,2013,Saudi,Standard,Automatic,327000,Dammam,45000
GMC,Yukon,2006,Saudi,Full,Automatic,377000,Riyadh,20000
Nissan,Datsun,2015,Other,Full,Manual,115000,Al-Baha,0
Hyundai,Elantra,2015,Other,Semi Full,Automatic,276000,Al-Medina,30000
Hyundai,Elantra,2015,Saudi,Full,Automatic,250000,Al-Ahsa,32000
Toyota,Innova,2018,Saudi,Semi Full,Automatic,108686,Makkah,0
Toyota,Corolla,2015,Saudi,Standard,Automatic,177,Arar,35500
Ford,Expedition,2016,Saudi,Full,Automatic,265000,Dammam,115000
Toyota,Land Cruiser,2009,Gulf Arabic,Full,Automatic,760,Riyadh,0
Chevrolet,Silverado,2013,Saudi,Semi Full,Automatic,170000,Al-Ahsa,0
Mazda,CX9,2016,Saudi,Full,Automatic,152000,Jeddah,0
GMC,Yukon,2015,Other,Semi Full,Automatic,292000,Aseer,75000
Land Rover,Range Rover,2017,Saudi,Full,Automatic,72500,Al-Medina,295000
Mercedes,S,2001,Saudi,Full,Automatic,299,Riyadh,0
Nissan,Datsun,2014,Saudi,Full,Manual,500000,Riyadh,0
Nissan,Patrol,1997,Saudi,Full,Automatic,200000,Qassim,17000
Chevrolet,Caprice,1995,Saudi,Full,Automatic,600000,Khobar,0
Chevrolet,Tahoe,2011,Saudi,Semi Full,Automatic,300000,Hafar Al-Batin,0
Hyundai,Sonata,2018,Saudi,Full,Automatic,97000,Riyadh,0
Toyota,Land Cruiser,2016,Saudi,Full,Automatic,17000,Tabouk,0
Toyota,Camry,2017,Saudi,Semi Full,Automatic,148000,Taef,0
Jeep,Compass,2016,Saudi,Standard,Automatic,100,Riyadh,0
Jeep,Grand Cherokee,1998,Saudi,Standard,Automatic,100,Riyadh,0
Lexus,LX,2005,Other,Full,Automatic,225000,Abha,45000
Jeep,Cherokee,1999,Other,Full,Automatic,250000,Jeddah,15000
Hyundai,Accent,2016,Saudi,Standard,Automatic,98000,Dammam,26000
Ford,Explorer,2006,Other,Semi Full,Automatic,405000,Riyadh,18000
Ford,Expedition,2007,Other,Semi Full,Automatic,250000,Riyadh,25000
Hyundai,Elantra,2016,Saudi,Full,Automatic,112,Jeddah,0
Hyundai,Sonata,2019,Other,Standard,Automatic,32000,Abha,0
Toyota,Land Cruiser Pickup,2018,Saudi,Full,Manual,75000,Dammam,125000
Toyota,Corolla,2020,Gulf Arabic,Semi Full,Automatic,66796,Riyadh,1872
Mazda,6,2009,Saudi,Semi Full,Automatic,299000,Al-Baha,15000
Honda,Accord,2016,Saudi,Standard,Automatic,61000,Dammam,69000
Hyundai,Accent,2018,Saudi,Standard,Automatic,31000,Dammam,35000
Toyota,Camry,2013,Saudi,Full,Automatic,185000,Riyadh,42000
Hyundai,Sonata,2016,Other,Semi Full,Automatic,165,Riyadh,0
Mercedes,S,2016,Saudi,Full,Automatic,14000,Al-Ahsa,270000
GMC,Yukon,1995,Gulf Arabic,Semi Full,Automatic,275000,Al-Ahsa,18000
Toyota,Prado,2015,Gulf Arabic,Semi Full,Automatic,160000,Dammam,98000
Ford,Taurus,2018,Saudi,Semi Full,Automatic,60000,Riyadh,0
Kia,Cadenza,2015,Saudi,Semi Full,Automatic,160000,Jeddah,0
Nissan,Altima,2015,Gulf Arabic,Standard,Automatic,90000,Riyadh,28000
Hyundai,Tucson,2016,Saudi,Semi Full,Automatic,200000,Riyadh,39000
GMC,Yukon,2021,Saudi,Standard,Automatic,5000,Riyadh,0
Hyundai,H1,2016,Saudi,Semi Full,Automatic,30000,Riyadh,0
Toyota,Land Cruiser,2003,Saudi,Semi Full,Automatic,600,Makkah,0
Renault,Logan,2014,Saudi,Semi Full,Manual,210,Riyadh,10000
Mercedes,S,2016,Saudi,Semi Full,Automatic,35000,Riyadh,220000
Toyota,Land Cruiser Pickup,2021,Saudi,Semi Full,Manual,7000,Aseer,125000
Renault,Dokker,2020,Saudi,Standard,Manual,72000,Riyadh,29000
Kia,Sportage,2014,Other,Standard,Automatic,150000,Aseer,33000
Lincoln,Town Car,2005,Saudi,Semi Full,Automatic,286,Jeddah,14000
Ford,Vego,2016,Saudi,Standard,Automatic,58478,Jubail,20000
GMC,Yukon,2007,Saudi,Semi Full,Automatic,274,Riyadh,0
Lexus,ES,2013,Other,Full,Automatic,180,Besha,0
Hyundai,H1,2007,Other,Full,Manual,81000,Riyadh,0
Hyundai,Accent,2018,Other,Standard,Automatic,69000,Riyadh,0
Ford,Van,2002,Saudi,Full,Automatic,133000,Riyadh,0
Toyota,Land Cruiser,2015,Gulf Arabic,Full,Automatic,10000,Dammam,0
Chevrolet,Tahoe,2012,Saudi,Semi Full,Automatic,172000,Aseer,0
Toyota,FJ,2015,Saudi,Full,Automatic,228000,Jeddah,90000
Kia,Soul,2017,Gulf Arabic,Semi Full,Automatic,17000,Taef,0
Isuzu,Dyna,2003,Saudi,Standard,Manual,460000,Jazan,0
Toyota,Camry,2020,Saudi,Full,Automatic,34800,Riyadh,0
MG,RX5,2019,Saudi,Full,Automatic,49000,Riyadh,1325
Ford,Expedition,2004,Saudi,Full,Automatic,230000,Al-Medina,0
Ford,Ranger,2016,Saudi,Semi Full,Manual,121800,Riyadh,0
Ford,Victoria,2000,Other,Full,Automatic,282,Al-Namas,0
Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Full,Manual,315000,Dammam,0
Hyundai,Azera,2020,Saudi,Semi Full,Automatic,100000,Riyadh,0
Hyundai,H1,2016,Saudi,Semi Full,Automatic,127000,Taef,1959
Chevrolet,Tahoe,2010,Saudi,Semi Full,Automatic,434758,Riyadh,40000
Changan,CS95,2021,Saudi,Full,Automatic,160,Riyadh,0
Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Full,Manual,315,Dammam,85000
Dodge,Charger,2019,Gulf Arabic,Semi Full,Automatic,55000,Dammam,109000
Kia,Rio,2018,Saudi,Semi Full,Automatic,85000,Riyadh,30000
Ford,Ranger,2015,Other,Full,Manual,7000,Riyadh,0
Mitsubishi,Pajero,2020,Unknown,Full,Automatic,5000,Abha,0
Chevrolet,Caprice,1988,Unknown,Standard,Automatic,325000,Najran,0
Chevrolet,Caprice,2007,Unknown,Standard,Automatic,300000,Qassim,0
Toyota,Camry,2017,Saudi,Semi Full,Automatic,170,Riyadh,0
Chevrolet,Tahoe,2008,Other,Standard,Automatic,30000,Riyadh,0
Ford,Marquis,2006,Other,Full,Automatic,25000,Riyadh,0
Hyundai,Sonata,2017,Other,Full,Automatic,42157,Qassim,55000
Chevrolet,Tahoe,2010,Saudi,Semi Full,Automatic,272000,Riyadh,40000
BMW,X,2008,Saudi,Full,Automatic,300000,Riyadh,35000
Jeep,Wrangler,2019,Saudi,Standard,Automatic,79000,Jazan,140000
Ford,Taurus,2015,Saudi,Standard,Automatic,200000,Riyadh,0
Mazda,6,2014,Saudi,Semi Full,Automatic,250000,Riyadh,31000
Hyundai,Sonata,2011,Other,Full,Automatic,261240,Riyadh,27000
Mercedes,C,2015,Gulf Arabic,Semi Full,Automatic,73000,Riyadh,110000
Mercedes,ML,2015,Saudi,Full,Automatic,125000,Jeddah,100000
Nissan,Altima,2015,Gulf Arabic,Full,Automatic,119500,Qassim,47000
Toyota,Camry,2017,Saudi,Standard,Automatic,73000,Dammam,58000
Nissan,Sunny,2016,Gulf Arabic,Standard,Automatic,156103,Qassim,23000
Toyota,Land Cruiser,2013,Saudi,Full,Automatic,200000,Dammam,125000
Toyota,Camry,2008,Saudi,Semi Full,Automatic,280000,Jeddah,17000
Toyota,Furniture,2015,Saudi,Full,Automatic,26000,Dammam,52000
Toyota,Land Cruiser,2020,Gulf Arabic,Full,Automatic,50000,Jeddah,0
Toyota,Land Cruiser,2015,Saudi,Semi Full,Manual,199,Al-Medina,0
Toyota,Furniture,2011,Saudi,Standard,Automatic,304000,Jeddah,32000
Toyota,Camry,2017,Saudi,Standard,Automatic,55000,Dammam,56000
Toyota,Land Cruiser,2021,Gulf Arabic,Full,Automatic,10000,Dammam,290000
Chevrolet,Tahoe,2014,Saudi,Semi Full,Automatic,315000,Dammam,52000
Ford,Echo Sport,2015,Saudi,Standard,Automatic,126700,Riyadh,0
Toyota,Hilux,2012,Saudi,Standard,Manual,394000,Qassim,40000
Mercedes,CLS,2007,Saudi,Full,Automatic,178000,Dammam,33000
Toyota,Avalon,2006,Other,Semi Full,Automatic,294,Tabouk,0
Ford,Flex,2014,Other,Full,Automatic,173000,Riyadh,0
Audi,Q5,2018,Saudi,Full,Automatic,71000,Riyadh,164000
Mercedes,ML,2010,Saudi,Semi Full,Automatic,139240,Jeddah,45000
Mitsubishi,Lancer,2014,Saudi,Standard,Automatic,150000,Jeddah,16000
Hyundai,H1,2012,Gulf Arabic,Semi Full,Automatic,252,Riyadh,0
Ford,Marquis,2007,Saudi,Semi Full,Automatic,300000,Jeddah,0
Toyota,Corolla,2012,Other,Standard,Automatic,254000,Dammam,22000
Nissan,Patrol,2015,Saudi,Standard,Automatic,88000,Riyadh,0
Toyota,Hilux,2018,Saudi,Full,Manual,48000,Aseer,90000
Toyota,Land Cruiser 70,2009,Gulf Arabic,Semi Full,Manual,375000,Hail,0
Chevrolet,Tahoe,2008,Saudi,Full,Automatic,296000,Riyadh,32000
Mercedes,C,2016,Gulf Arabic,Full,Automatic,129000,Dammam,134000
Lincoln,Navigator,2005,Gulf Arabic,Full,Automatic,326000,Dammam,0
Toyota,Corolla,2016,Saudi,Standard,Automatic,300000,Dammam,0
Nissan,Datsun,2015,Saudi,Full,Manual,28000,Aseer,48000
Mercedes,S,2012,Saudi,Full,Automatic,105,Riyadh,98000
Chevrolet,Abeka,2008,Saudi,Full,Automatic,260,Taef,14000
Toyota,FJ,2017,Saudi,Full,Automatic,125000,Najran,0
Toyota,Corolla,2014,Gulf Arabic,Semi Full,Automatic,180,Tabouk,0
Ford,Victoria,2011,Other,Full,Automatic,250000,Riyadh,0
Dodge,Durango,2019,Saudi,Full,Automatic,13906,Riyadh,210000
Chevrolet,Malibu,2014,Saudi,Full,Automatic,280000,Riyadh,35000
Chevrolet,Tahoe,2007,Saudi,Semi Full,Automatic,176000,Makkah,0
Toyota,Corolla,2015,Saudi,Standard,Automatic,170000,Riyadh,0
Toyota,Hilux,2016,Saudi,Semi Full,Manual,200000,Qassim,0
Toyota,Hiace,2014,Saudi,Semi Full,Manual,188000,Riyadh,44000
Kia,Sorento,2016,Saudi,Standard,Automatic,111018,Dammam,50000
Toyota,FJ,2014,Saudi,Full,Automatic,190000,Jeddah,85000
